Url,IsPhishing
https://github.com/login,False
https://microsoft.com/account,False
https://paypal.com/signin,False
https://stackoverflow.com/docs,False
https://stackoverflow.com/login,False
https://paypal.com/settings,False
https://ebay.co.uk/account,False
https://amazon.co.uk/,False
https://twitter.com/settings,False
https://ebay.co.uk/signin,False
https://google.com/profile,False
https://linkedin.com/signin,False
https://google.com/settings,False
https://twitter.com/account,False
https://google.com/account,False
https://ebay.co.uk/docs,False
https://microsoft.com/profile,False
https://ebay.co.uk/settings,False
https://instagram.com/settings,False
https://paypal.com/,False
https://ebay.co.uk/settings,False
https://github.com/docs,False
https://google.com/docs,False
https://linkedin.com/docs,False
https://github.com/signin,False
https://amazon.co.uk/,False
https://instagram.com/account,False
https://linkedin.com/signin,False
https://linkedin.com/account,False
https://paypal.com/login,False
https://microsoft.com/account,False
https://amazon.co.uk/account,False
https://google.com/account,False
https://ebay.co.uk/,False
https://amazon.co.uk/,False
https://instagram.com/docs,False
https://paypal.com/profile,False
https://ebay.co.uk/profile,False
https://github.com/settings,False
https://linkedin.com/docs,False
https://amazon.co.uk/settings,False
https://microsoft.com/,False
https://ebay.co.uk/profile,False
https://paypal.com/settings,False
https://ebay.co.uk/login,False
https://google.com/docs,False
https://microsoft.com/settings,False
https://stackoverflow.com/docs,False
https://twitter.com/settings,False
https://google.com/settings,False
https://instagram.com/login,False
https://amazon.co.uk/docs,False
https://microsoft.com/docs,False
https://linkedin.com/profile,False
https://amazon.co.uk/account,False
https://twitter.com/docs,False
https://twitter.com/profile,False
https://twitter.com/login,False
https://github.com/signin,False
https://google.com/settings,False
https://amazon.co.uk/login,False
https://linkedin.com/profile,False
https://github.com/account,False
https://twitter.com/login,False
https://paypal.com/account,False
https://twitter.com/account,False
https://twitter.com/docs,False
https://ebay.co.uk/profile,False
https://twitter.com/profile,False
https://stackoverflow.com/account,False
https://instagram.com/,False
https://linkedin.com/docs,False
https://stackoverflow.com/docs,False
https://paypal.com/docs,False
https://google.com/profile,False
https://linkedin.com/signin,False
https://twitter.com/profile,False
https://linkedin.com/signin,False
https://stackoverflow.com/settings,False
https://linkedin.com/settings,False
https://microsoft.com/profile,False
https://stackoverflow.com/account,False
https://linkedin.com/profile,False
https://microsoft.com/settings,False
https://stackoverflow.com/profile,False
https://stackoverflow.com/signin,False
https://stackoverflow.com/login,False
https://github.com/signin,False
https://stackoverflow.com/settings,False
https://paypal.com/,False
https://google.com/settings,False
https://ebay.co.uk/docs,False
https://twitter.com/signin,False
https://linkedin.com/profile,False
https://microsoft.com/login,False
https://paypal.com/docs,False
https://paypal.com/,False
https://github.com/profile,False
https://github.com/profile,False
https://github.com/login,False
https://twitter.com/login,False
https://google.com/settings,False
https://ebay.co.uk/signin,False
https://amazon.co.uk/docs,False
https://github.com/signin,False
https://google.com/,False
https://microsoft.com/login,False
https://twitter.com/login,False
https://linkedin.com/signin,False
https://linkedin.com/signin,False
https://paypal.com/docs,False
https://ebay.co.uk/profile,False
https://stackoverflow.com/settings,False
http://paypa1-confirm.click/,True
http://netfliix-login.click/,True
http://ebayy-signin.click/,True
http://netfliix-confirm.top/,True
http://paypa1-account.click/,True
http://gogle-secure.link/,True
http://amaz0n-update.click/,True
http://ebayy-login.link/,True
http://amaz0n-signin.click/,True
http://micosoft-confirm.ml/,True
http://ebayy-account.top/,True
http://micosoft-account.link/,True
http://amaz0n-login.shop/,True
http://netfliix-login.top/,True
http://facebok-verify.top/,True
http://ebayy-update.cf/,True
http://ebayy-account.gq/,True
http://appl3-login.cf/,True
http://ebayy-confirm.gq/,True
http://ebayy-verify.link/,True
http://facebok-signin.top/,True
http://micosoft-signin.click/,True
http://paypa1-signin.ml/,True
http://amaz0n-confirm.link/,True
http://appl3-update.top/,True
http://paypa1-account.ml/,True
http://amaz0n-verify.shop/,True
http://micosoft-login.top/,True
http://appl3-verify.ml/,True
http://netfliix-secure.ml/,True
http://paypa1-verify.shop/,True
http://ebayy-verify.click/,True
http://amaz0n-verify.gq/,True
http://micosoft-login.cf/,True
http://facebok-signin.link/,True
http://facebok-confirm.cf/,True
http://paypa1-login.ml/,True
http://gogle-update.ml/,True
http://micosoft-verify.link/,True
http://facebok-account.shop/,True
http://ebayy-secure.ml/,True
http://amaz0n-account.shop/,True
http://amaz0n-update.cf/,True
http://gogle-account.gq/,True
http://micosoft-secure.xyz/,True
http://gogle-signin.top/,True
http://ebayy-login.gq/,True
http://micosoft-confirm.ml/,True
http://gogle-account.xyz/,True
http://paypa1-confirm.shop/,True
http://appl3-confirm.xyz/,True
http://micosoft-login.click/,True
http://amaz0n-login.link/,True
http://micosoft-secure.gq/,True
http://gogle-update.top/,True
http://facebok-login.shop/,True
http://netfliix-confirm.cf/,True
http://amaz0n-account.cf/,True
http://micosoft-confirm.cf/,True
http://appl3-login.gq/,True
http://paypa1-account.link/,True
http://gogle-update.click/,True
http://gogle-login.cf/,True
http://gogle-confirm.xyz/,True
http://micosoft-signin.cf/,True
http://gogle-confirm.link/,True
http://facebok-signin.top/,True
http://gogle-secure.ml/,True
http://facebok-secure.link/,True
http://amaz0n-login.ml/,True
http://netfliix-update.top/,True
http://amaz0n-secure.xyz/,True
http://facebok-confirm.shop/,True
http://micosoft-secure.xyz/,True
http://facebok-account.xyz/,True
http://ebayy-secure.link/,True
http://appl3-signin.shop/,True
http://micosoft-secure.xyz/,True
http://facebok-update.ml/,True
http://paypa1-signin.gq/,True
http://gogle-signin.ml/,True
http://paypa1-account.xyz/,True
http://appl3-signin.top/,True
http://gogle-signin.cf/,True
http://gogle-verify.link/,True
http://facebok-update.ml/,True
http://micosoft-account.shop/,True
http://netfliix-signin.link/,True
http://micosoft-update.top/,True
http://netfliix-confirm.cf/,True
http://amaz0n-update.cf/,True
http://netfliix-confirm.top/,True
http://micosoft-update.ml/,True
http://paypa1-verify.link/,True
http://micosoft-verify.cf/,True
http://micosoft-confirm.xyz/,True
http://ebayy-confirm.click/,True
http://netfliix-signin.link/,True
http://facebok-verify.top/,True
http://paypa1-signin.xyz/,True
http://netfliix-confirm.link/,True
http://micosoft-signin.click/,True
http://paypa1-account.xyz/,True
http://micosoft-account.ml/,True
http://netfliix-secure.xyz/,True
http://facebok-update.top/,True
http://micosoft-login.gq/,True
http://netfliix-signin.shop/,True
http://appl3-update.link/,True
http://ebayy-secure.click/,True
http://amaz0n-secure.ml/,True
http://micosoft-login.click/,True
http://paypa1-login.ml/,True
http://ebayy-verify.cf/,True
http://amaz0n-confirm.gq/,True
http://ebayy-confirm.cf/,True
http://micosoft-login.cf/,True
http://paypa1-update.click/,True
http://gogle-confirm.shop/,True
http://paypa1-account.top/,True
http://amaz0n-confirm.xyz/,True
http://micosoft-update.gq/,True
http://amaz0n-update.top/,True
http://netfliix-update.top/,True
http://netfliix-login.cf/,True
http://amaz0n-verify.shop/,True
http://facebok-update.click/,True
http://gogle-signin.shop/,True
http://netfliix-update.top/,True
http://micosoft-signin.cf/,True
http://gogle-confirm.top/,True
http://facebok-update.cf/,True
http://ebayy-secure.ml/,True
http://amaz0n-update.top/,True
http://facebok-verify.gq/,True
http://gogle-login.ml/,True
http://micosoft-signin.cf/,True
http://facebok-verify.cf/,True
http://amaz0n-login.click/,True
http://gogle-verify.xyz/,True
http://netfliix-secure.xyz/,True
http://ebayy-account.click/,True
http://micosoft-secure.shop/,True
http://amaz0n-verify.ml/,True
http://netfliix-secure.top/,True
http://facebok-signin.xyz/,True
http://paypa1-account.ml/,True
http://ebayy-login.cf/,True
http://netfliix-signin.link/,True
http://netfliix-login.shop/,True
http://appleid-support.io/,True
http://amaz0n.de/,True
http://g00gle.net/,True
http://p4ypal.co.uk/,True
http://gogle.com/,True
http://appleid-support.io/,True
http://amaz0n.de/,True
http://amaz0n.de/,True
http://amaz0n.de/,True
http://m1crosoft.org/,True
http://faceb00k.com/,True
http://facebok.com/,True
http://m1crosoft.org/,True
http://micosoft.net/,True
http://g00gle.net/,True
http://micros0ft.fr/,True
http://netfliix.uk/,True
http://faceb00k.com/,True
http://micosoft.net/,True
http://g00gle.net/,True
http://p4ypal.co.uk/,True
http://appl3.org/,True
http://appleid-support.io/,True
http://micros0ft.fr/,True
http://m1crosoft.org/,True
http://ebay-security.ca/,True
http://g00gle.net/,True
http://micosoft.net/,True
http://m1crosoft.org/,True
http://netfliix.uk/,True
http://g00gle.net/,True
http://facebok.com/,True
http://amaz0n.de/,True
http://gogle.com/,True
http://m1crosoft.org/,True
http://m1crosoft.org/,True
http://ebay-security.ca/,True
http://appl3.org/,True
http://ebay-security.ca/,True
http://ebay-security.ca/,True
http://appleid-support.io/,True
http://facebok.com/,True
http://amaz0n.de/,True
http://ebay-security.ca/,True
http://gogle.com/,True
http://amaz0n.de/,True
http://faceb00k.com/,True
http://g00gle.net/,True
http://appl3.org/,True
http://micros0ft.fr/,True
